2022;02;01;16018;14.000;344.93;MS;7%
2022;02;01;12968;334.000;1035.65;PI;7%
2022;02;02;21984;590.000;1622.33;RO;12%
2022;02;02;15725;171.100;630.06;RO;12%
2022;02;03;16015;325.960;724.89;SE;7%
2022;02;03;22003;342.860;261.93;AM;12%
2022;02;04;12965;300.020;15.59;MT;7%
2022;02;04;12988;701.000;226.32;AP;7%
2022;02;05;15669;104.880;1576.62;AC;7%
2022;02;05;16018;226.000;331.66;RN;7%
2022;02;07;15819;369.180;1860.47;SP;12%
2022;02;07;22003;207.410;261.93;MT;7%
2022;02;08;15689;402.200;1991.19;DF;7%
2022;02;08;15725;346.360;636.42;RO;0%
2022;02;09;15734;677.000;385.64;SP;12%
2022;02;09;22124;483.000;700.40;GO;7%
2022;02;10;12965;316.690;15.59;MT;7%
2022;02;10;12959;158.960;364.76;PB;7%
2022;02;11;15816;569.000;387.28;GO;7%
2022;02;11;16038;351.000;898.09;RO;12%
2022;02;12;22180;18.000;455.06;TO;7%
2022;02;12;21990;433.000;728.08;RR;12%
2022;02;14;15744;356.000;189.39;AL;7%
2022;02;14;22180;710.000;518.67;RR;0%
2022;02;15;15744;542.000;171.85;DF;7%
2022;02;15;12965;235.570;15.59;RR;0%
2022;02;16;22186;406.000;1983.12;MG;12%
2022;02;16;15643;194.650;1517.83;RO;12%
2022;02;17;16018;632.000;331.66;BA;7%
2022;02;17;15836;725.000;663.36;SE;7%
2022;02;18;15780;730.000;796.95;RR;12%
2022;02;18;15705;310.490;570.51;CE;7%
2022;02;19;15692;643.000;1814.72;MG;12%
2022;02;19;12959;386.110;364.76;AC;7%
2022;02;21;22170;755.000;882.30;RR;0%
2022;02;21;21990;453.000;728.08;CE;7%
2022;02;22;16018;287.000;338.29;AC;7%
2022;02;22;15689;242.750;1991.19;MA;7%
2022;02;23;22154;792.000;462.06;PI;7%
2022;02;23;16045;329.880;534.94;PI;7%
2022;02;24;21997;198.780;3008.01;TO;7%
2022;02;24;15689;215.700;1991.19;GO;7%
2022;02;25;22124;243.000;700.40;TO;7%
2022;02;25;12923;200.050;727.36;PE;7%
2022;02;26;12981;369.440;307.10;PB;7%
2022;02;26;15754;164.000;430.84;SP;12%
2022;02;28;21974;329.000;461.98;AL;7%
2022;02;01;15692;695.000;1814.72;MA;7%
2022;02;01;12978;333.000;611.35;MS;7%
2022;02;01;16038;758.000;853.18;AC;7%
2022;02;02;12978;10.000;611.35;AM;18%
2022;02;02;12965;258.420;15.59;PB;7%
2022;02;02;12991;178.320;1565.88;CE;7%
2022;02;03;16032;623.000;19.10;BA;7%
2022;02;03;16018;816.000;331.66;AL;7%
2022;02;03;16012;559.000;165.46;SP;0%
2022;02;04;16015;256.550;746.64;AP;7%
2022;02;04;16077;357.620;1865.94;RN;7%
2022;02;04;22157;302.430;2373.62;RO;12%
2022;02;05;22180;351.000;489.31;PB;7%
2022;02;05;15783;310.750;253.80;AM;18%
2022;02;05;21984;473.000;1638.55;MA;7%
2022;02;07;15643;314.270;1418.54;AP;7%
2022;02;07;21987;144.660;1225.86;SP;12%
2022;02;07;15725;402.380;636.42;PE;7%
2022;02;08;15711;410.600;2503.25;CE;7%
2022;02;08;15663;318.420;2193.97;MS;7%
2022;02;08;21870;447.000;252.66;PE;7%
2022;02;09;21984;768.000;1541.21;RR;0%
2022;02;09;15721;234.140;1463.97;MG;12%
2022;02;09;15780;543.000;796.95;CE;7%
2022;02;10;12932;65.000;2236.62;RO;0%
2022;02;10;15787;222.120;584.50;AP;7%
2022;02;10;15738;112.000;415.55;GO;7%
2022;02;11;15774;290.000;86.84;PI;7%
2022;02;11;15780;757.000;805.43;RR;12%
2022;02;11;15685;291.330;427.31;MA;7%
2022;02;12;12923;410.970;727.36;DF;7%
2022;02;12;12932;300.000;2236.62;RR;12%
2022;02;12;22170;434.000;781.46;SP;0%
2022;02;14;12978;610.000;568.56;AP;7%
2022;02;14;12978;216.000;648.03;RO;0%
2022;02;14;15711;177.560;2528.28;MG;12%
2022;02;15;16015;345.330;724.89;MA;7%
2022;02;15;22003;313.640;261.93;BA;7%
2022;02;15;15780;390.000;847.82;RR;12%
2022;02;16;15780;454.000;847.82;RR;12%
2022;02;16;22170;281.000;798.27;ES;12%
2022;02;16;21984;641.000;1622.33;SP;0%
2022;02;17;15819;350.750;1979.22;AP;7%
2022;02;17;12968;50.000;1097.79;DF;7%
2022;02;17;21990;49.000;728.08;PI;7%
2022;02;18;16084;547.000;855.89;RR;12%
2022;02;18;15741;349.810;2120.72;MG;12%
2022;02;18;21886;81.000;1232.96;CE;7%
2022;02;19;15685;105.870;427.31;MS;7%
2022;02;19;21994;184.000;923.61;BA;7%
2022;02;19;16077;123.230;1865.94;DF;7%
2022;02;21;15643;166.720;1418.54;MG;12%
2022;02;21;12955;299.910;68.80;MG;12%
2022;02;21;21961;130.680;940.89;SP;0%
2022;02;22;16025;133.190;274.27;MA;7%
2022;02;22;21951;171.580;411.87;GO;7%
2022;02;22;22186;518.000;2121.94;MT;7%
2022;02;23;12995;297.340;978.47;AP;7%
2022;02;23;15832;154.000;31.87;RR;0%
2022;02;23;22137;347.730;1720.00;MG;12%
2022;02;24;22124;717.000;700.40;GO;7%
2022;02;24;12959;244.750;346.52;BA;7%
2022;02;24;15685;249.750;434.83;PI;7%
2022;02;25;16018;297.000;331.66;PI;7%
2022;02;25;21968;734.000;458.47;PI;7%
2022;02;25;15839;313.090;342.02;AC;7%
2022;02;26;15813;237.140;105.27;RN;7%
2022;02;26;15731;170.560;461.59;SP;0%
2022;02;26;15783;153.630;253.80;AP;7%
2022;02;28;21984;816.000;1622.33;ES;12%
2022;02;28;15757;343.550;789.85;PB;7%
2022;02;01;12988;81.000;217.36;ES;12%
2022;02;01;15751;232.280;1141.61;GO;7%
2022;02;02;15689;309.220;1991.19;GO;7%
2022;02;02;22193;208.360;1403.91;RO;0%
2022;02;03;16041;291.710;7.09;MT;7%
2022;02;03;22177;254.160;3099.47;MT;7%
2022;02;04;22163;224.710;1705.73;GO;7%
2022;02;04;15787;419.170;584.50;SE;7%
2022;02;05;22196;117.000;903.82;ES;12%
2022;02;05;15826;316.000;1038.09;RO;12%
2022;02;07;12978;324.000;611.35;MS;7%
2022;02;07;21984;484.000;1622.33;RO;12%
2022;02;08;15734;608.000;412.64;SP;12%
2022;02;08;15705;318.510;559.32;SP;12%
2022;02;09;16038;814.000;898.09;AM;18%
2022;02;09;15643;426.080;1418.54;RO;12%
2022;02;10;12968;215.000;1014.94;MA;7%
2022;02;10;22134;289.000;2036.10;DF;7%
2022;02;11;22118;440.000;21.08;SE;7%
2022;02;11;22193;374.330;1446.03;PE;7%
2022;02;12;22118;402.000;21.08;SE;7%
2022;02;12;16009;398.860;1176.61;PA;7%
2022;02;14;21886;629.000;1306.94;RR;0%
2022;02;14;12959;201.260;364.76;RO;12%
2022;02;15;16015;394.250;695.90;SP;0%
2022;02;15;15734;493.000;385.64;RR;12%
2022;02;16;12978;399.000;653.66;AP;7%
2022;02;16;15711;274.230;2503.25;PA;7%
2022;02;17;22163;248.580;1756.90;RO;12%
2022;02;17;21870;276.000;252.66;DF;7%
2022;02;18;12946;33.000;20.69;TO;7%
2022;02;18;21997;410.150;2857.61;RR;0%
2022;02;19;15738;133.000;415.55;AM;18%
2022;02;19;15787;324.740;584.50;PI;7%
2022;02;21;12968;487.000;1097.79;AM;18%
2022;02;21;15672;459.000;1113.97;SP;0%
2022;02;22;16084;460.000;891.19;SP;12%
2022;02;22;16015;127.030;724.89;MG;12%
2022;02;23;15643;317.020;1375.98;SE;7%
2022;02;23;12985;227.170;2131.08;PE;7%
2022;02;24;12955;393.300;68.80;AL;7%
2022;02;24;15731;373.250;461.59;ES;12%
2022;02;25;15787;377.650;584.50;TO;7%
2022;02;25;16038;768.000;969.94;AM;12%
2022;02;26;15823;157.230;35.19;TO;7%
2022;02;26;15741;112.520;2120.72;AC;7%
2022;02;28;15757;191.770;789.85;RO;0%
